country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
Kyrgyz Republic,0.13145082765335928,0.2575953894872706,0.27159726538222495,0.4693392497503365,0.017533422836057272,0.13131873209500047,0.717948717948718,0.3075709779179811,0.006194580457959894
Lao,0.37147030185004865,0.17655122041512625,0.16532007458048475,0.28306180329216635,0.027100031352750603,0.12392570002772386,0.6252465483234714,0.31545741324921134,0.008676230564384504
Latvia,0.025316455696202528,0.26810111510773377,0.30267246737103787,0.31640776592974007,0.14222090022590056,0.03140190370575732,0.8086785009861931,0.03312302839116721,0.10565148087697698
Lebanon,0.037487828627069134,0.1785523110095002,0.32442510876320696,0.3457292158351928,0.12614256658439918,0.04110525829405785,0.9408284023668639,0.0725552050473186,0.08236214910899217
Lesotho,0.47273612463485876,0.1965621263588656,0.5773772529521441,0.5803008150788144,0.014237364439549484,0.07725718510304039,0.28402366863905326,0.3391167192429022,0.008962574807433498
Liberia,0.4221032132424537,0.09500677869438845,0.6208825357364823,0.5320066622933628,0.0007315641806883129,0.08945568801404677,0.5660749506903352,0.6104100946372238,0.0009163015777567795
Libya,0.06815968841285297,0.32763356029035823,0.12865133623368552,0.24166681519035083,0.23306348530038346,0.17013215044820257,0.8678500986193293,0.1987381703470032,0.11328732735828348
Lithuania,0.017039922103213236,0.3261327423445778,0.32504661280298325,0.38597434315640233,0.1647305673240025,0.06090010165419092,0.8106508875739645,0.05520504731861198,0.11233284654812015
Luxembourg,0.0009737098344693267,0.8749318378516291,0.3704164077066501,0.8160222751030419,0.7322957448690017,0.07235930135846964,0.9704142011834319,0.0757097791798107,1.0
"Macedonia, FYR",0.0379746835443038,0.19856321695323953,0.3281541330018645,0.33365567763882986,0.08675064916272077,0.057758063025598376,0.826429980276134,0.05047318611987381,0.0411285781099371
Madagascar,0.29016553067185974,0.12452286496140398,0.12181479179614668,0.24684118870307775,0.006278589287006293,0.12013677109324461,0.5660749506903352,0.5441640378548895,0.0017371550744972276
Malawi,0.42794547224926965,0.11351686669234734,0.29707893101305155,0.20027182708853522,0.003384489231536043,0.15072544127160153,0.41420118343195267,0.6561514195583595,0.002176216247172351
Malaysia,0.025803310613437193,0.4341916344407703,0.16034804226227467,0.4078216979879161,0.1647305673240025,0.1060900101654191,0.8362919132149901,0.15772870662460564,0.08436655881033511
Maldives,0.051606621226874386,0.3876662781215763,0.2809198259788689,0.3756255961309485,0.07951539902404514,0.0655207466962388,0.9033530571992111,0.17034700315457413,0.06556328685011789
Mali,0.6543330087633885,0.11351686669234734,0.19701678060907396,0.20142168786914125,0.010137389360966628,0.07929026892154145,0.5404339250493096,0.8517350157728707,0.004552873464478997
Malta,0.02044790652385589,0.7648718551610628,0.4251087632069609,0.8850139219394012,0.22261256843340754,0.07429997227612975,0.9506903353057198,0.03312302839116721,0.19919060027298152
Mauritania,0.4615384615384615,0.25309293564992924,0.16159105034182725,0.3514785197382227,0.021794181251055138,0.21356621384345253,0.7120315581854043,0.6041009463722398,0.009248919050482491
Mauritius,0.06037000973709834,0.25559429889289664,0.2604101926662523,0.35722782364125266,0.12292689985609889,0.04934848904907125,0.814595660749507,0.06624605678233439,0.07415361414158769
"Micronesia, Fed. Sts.",0.18208373904576433,0.11701877523250172,0.7700435052827843,0.4653147370182155,0.021954964587470156,0.07402273357360688,0.6568047337278108,0.36435331230283907,0.025093300499193467
Moldova,0.07108081791626095,0.19556158106167865,0.6146674953387197,0.45094147726064066,0.026537289675298052,0.1414841511875058,0.7416173570019725,0.018927444794952702,0.01335318653418473
Mongolia,0.11441090555014606,0.2330820297061899,0.2256059664387819,0.32560665217458795,0.0570861235941507,0.4011644025505961,0.6725838264299803,0.2350157728706625,0.023088890797850512
Montenegro,0.02044790652385589,0.184555582792622,0.4536979490366687,0.3601024755927676,0.10765248289667258,0.05369189538859625,0.8737672583826431,0.09779179810725552,0.061554467447431975
Morocco,0.15043816942551116,0.16054249566013482,0.21068986948415164,0.24684118870307775,0.04687638173179731,0.04792533037612051,0.8165680473372782,0.2255520504731861,0.024806956256144472
Mozambique,0.47906523855890937,0.1570405871199804,0.21131137352392793,0.26523896119277357,0.0024841025476119646,0.10950928749653452,0.44181459566074943,0.6955835962145109,0.0017944239231070264
Myanmar,0.3008763388510224,0.0,0.009944064636420127,0.0,0.025009847979355418,0.10396451344607707,0.6844181459566073,0.1987381703470032,0.007225419732936269
Namibia,0.2599805258033106,0.2385850288407182,0.30888750776880053,0.3486038677867077,0.06311549870971371,0.0718048239534239,0.522682445759369,0.38643533123028395,0.04733270337599863
Nepal,0.21616358325219082,0.04738082254828882,0.2137973896830329,0.20889578294308014,0.011102089379456713,0.17844931152388874,0.7140039447731755,0.23028391167192425,0.0034456757246895554
Netherlands,0.009250243427458614,0.3596510098003412,0.6270975761342449,0.36527684910549457,0.3608862377503195,0.04674244524535626,0.9585798816568049,0.10094637223974762,0.47789899684066856
New Zealand,0.017526777020447908,0.1510373153368586,0.5152268489745183,0.16060163015762866,0.2547692357164103,0.07337584326772018,0.9625246548323473,0.1608832807570978,0.3194551823535588
Niger,0.5861733203505355,0.11051523080078643,0.2082038533250466,0.28191194251156043,0.0016480291982538921,0.0624711209684872,0.5266272189349112,1.0,0.001116742547891075
Nigeria,0.620253164556962,0.12602368290718444,0.20261031696706028,0.09965900878551129,0.036505856533028916,1.0,0.5601577909270218,0.7397476340694006,0.020034552205327915
Norway,0.0029211295034079834,0.19806294430464608,0.4766935985083903,0.1634762821091436,0.49594424033893125,0.09389150725441273,0.9644970414201183,0.12618296529968454,0.8358293006519105
Oman,0.044303797468354424,0.32813383293895176,0.05966438781852082,0.23649244167762387,0.35927840438616937,0.1830699565659366,0.8678500986193293,0.2760252365930599,0.18200994569004192
Pakistan,0.43573515092502424,0.06699151037315337,0.02423865755127408,0.11115761659157117,0.02951178139897581,0.13963589317068664,0.6548323471400394,0.42586750788643535,0.007721749754221192
Panama,0.08325219084712754,0.34964555682847154,0.39092604101926665,0.4492166860897317,0.11890731644572355,0.06284077257185103,0.9013806706114397,0.23186119873817035,0.07491719878971834
Paraguay,0.10467380720545277,0.2751049321880425,0.25233064014916096,0.29571027187883225,0.053709673529435405,0.09527770076702707,0.8284023668639052,0.24921135646687698,0.02862487949679772
Peru,0.08617332035053554,0.13853049912202153,0.20323182100683657,0.1364545537649029,0.07517424894083977,0.09167359763422975,0.9033530571992111,0.21924290220820192,0.045710085998721
Philippines,0.14264849074975655,0.17354958452356534,0.11187072715972654,0.21004564372368614,0.04012348160236673,0.07790407540892709,0.727810650887574,0.31703470031545744,0.01812559058500129
Poland,0.016553067185978577,0.20006403489902,0.3511497824735861,0.24166681519035083,0.170357984098528,0.05424637279364199,0.8717948717948717,0.04100946372239747,0.11805973140910003
Portugal,0.00632911392405063,0.14903622474248468,0.5711622125543816,0.21464508684611008,0.2137694849305818,0.04484798077811663,0.9408284023668639,0.03785488958990535,0.2125533316152679
Qatar,0.031158714703018495,0.3111245628867733,0.0,0.1364545537649029,1.0,0.10341003604103134,0.9349112426035503,0.1451104100946372,0.668795158873331
Romania,0.0433300876338851,0.16254358625450874,0.23430702299564948,0.222694112310352,0.13820131681552522,0.07152758525090103,0.8205128205128206,0.06940063091482651,0.0763489200049633
Russia,0.03602726387536514,0.1455343162023303,0.20323182100683657,0.12093143322672209,0.18080890096550392,0.17013215044820257,0.7317554240631164,0.06624605678233439,0.0999245960159971
Rwanda,0.29698149951314506,0.059487420644251124,0.5400870105655686,0.17210023796368853,0.0059570226141762665,0.06302559837353294,0.6410256410256409,0.529968454258675,0.003168876289742195
Samoa,0.07935735150925023,0.1455343162023303,0.2896208825357365,0.3049091581236802,0.03851564823821659,0.05480085019868774,0.7771203155818541,0.5031545741324921,0.030724737279157005
Saudi Arabia,0.06377799415774098,0.24758993651540093,0.15413300186451212,0.18934814967277835,0.36008232106824445,0.1978560207004898,0.8481262327416171,0.2854889589905363,0.18200994569004192
Senegal,0.3125608568646543,0.12402259231281047,0.23927905531385957,0.23131806816489692,0.012629531075399344,0.056002217909620185,0.6291913214990138,0.6167192429022081,0.007339957430155867
Serbia,0.024342745861733198,0.16404440420028918,0.5338719701678061,0.27501277782792444,0.09720156602969666,0.09324461694852601,0.8402366863905325,0.039432176656151396,0.04943256115835792
Seychelles,0.05744888023369035,0.4687104471937206,0.0988191423244251,0.6205459424000239,0.15910315054947705,0.0,0.814595660749507,0.1608832807570978,0.10087907682616043
Sierra Leone,0.7663096397273612,0.08350050777673833,0.7016780609073959,0.19797210552732328,0.004911930927478676,0.1978560207004898,0.4516765285996055,0.638801261829653,0.0016035277610743637
Singapore,0.0009737098344693267,1.0000000000000002,0.13362336855189558,1.0,0.5747280751822881,0.03848073191017466,0.9980276134122289,0.0,0.44258320686462604
Slovak Republic,0.02142161635832522,0.381162733689861,0.4338098197638284,0.4469169645285197,0.19769115128908038,0.0433878569448295,0.8560157790927022,0.04416403785488959,0.15623896381563251
Slovenia,0.0029211295034079834,0.321130015858643,0.4723430702299565,0.36125233637337356,0.22582823516170783,0.02978467794104057,0.9349112426035503,0.06624605678233439,0.2211436589067377
Solomon Islands,0.12414800389483933,0.24608911856962046,0.41889372280919834,0.4664645977988215,0.009413864347099066,0.10183901672673505,0.5838264299802761,0.4873817034700315,0.01010795177962947
South Africa,0.2487828627069133,0.1425326803107694,0.4431323803604723,0.15715204781581069,0.09157414925517118,0.09758802328805101,0.437869822485207,0.22712933753943215,0.06728135230841184
South Korea,0.007302823758519957,0.24658939121821394,0.31821006836544435,0.26523896119277357,0.239494818756984,0.0681083079197856,0.9467455621301774,0.012618296529968459,0.20873540837461466
Spain,0.005842259006815965,0.1270242282043714,0.48042262274704783,0.15370246547399272,0.25637706908056046,0.040384437667498385,0.9822485207100592,0.03470031545741328,0.2908207580486595
Sri Lanka,0.041869522882181105,0.09750814193735587,0.07022995649471722,0.15370246547399272,0.06391941539178879,0.24960724517142593,0.8343195266272191,0.165615141955836,0.02461606009411181
St. Vincent and the Grenadines,0.08812074001947419,0.13402804528468015,0.16532007458048475,0.32790637373579995,0.07485268226800973,0.07993715922742815,0.7790927021696251,0.1451104100946372,0.057259303801697074
Sudan,0.36075949367088606,0.09800841458594935,0.2802983219390926,0.0985091480049053,0.022196139592092677,0.22003511690231958,0.6745562130177515,0.5883280757097792,0.011921465318939764
Suriname,0.10467380720545277,0.26209784332461195,0.32318210068365444,0.22039439074914002,0.10926031626082272,0.10544311985953239,0.7534516765285996,0.21608832807570977,0.07701705657207764
Sweden,0.001947419668938655,0.2305806664632225,0.48601615910503426,0.23361778972610892,0.3399844040163677,0.04806394972738194,0.9743589743589743,0.13091482649842273,0.49507965142360816
Switzerland,0.009250243427458614,0.31962919791286254,0.6022374145431946,0.3060590189042861,0.4412779059578265,0.04183532021070142,0.9881656804733728,0.0583596214511041,0.7098378337103534
Tajikistan,0.2424537487828627,0.07399532745346214,0.25916718458669985,0.33653032959034485,0.012066789397946797,0.15442195730523983,0.7396449704142011,0.3722397476340693,0.004839217707527991
Tanzania,0.3373904576436222,0.0930056881000145,0.26103169670602855,0.1669258644509616,0.011906006061531782,0.12438776453192867,0.5364891518737672,0.6750788643533122,0.004495604615869199
Thailand,0.05988315481986367,0.3321360141276996,0.12865133623368552,0.3491787981770107,0.10363289948629723,0.07661029479715369,0.8777120315581853,0.0630914826498423,0.04628277448481899
Timor-Leste,0.2921129503407984,0.01046070108208974,0.45431945307644495,0.15945176937702266,0.009976606024551615,0.2838000184825802,0.769230769230769,0.8012618296529969,0.03215645849440197
Togo,0.42697176241480034,0.20056430754761348,0.362958359229335,0.3290562345164059,0.004831539259271168,0.04981055355327604,0.5246548323471402,0.5867507886435331,0.0024530156821197116
Tonga,0.07205452775073026,0.06148851123862506,0.20261031696706028,0.3463041462254957,0.0351391981735013,0.07291377876351539,0.7455621301775149,0.43533123028391163,0.03167921808932032
Tunisia,0.07205452775073026,0.2520923903527423,0.27346177750155376,0.31755762671034604,0.07871148234197006,0.07420755937528879,0.8836291913214992,0.15615141955835965,0.03731065486928386
Turkey,0.08033106134371958,0.10151032312610372,0.3064014916096955,0.1462283704000538,0.13980915017967535,0.1036872747435542,0.9092702169625247,0.15772870662460564,0.0999245960159971
Turkmenistan,0.2891918208373904,0.381162733689861,0.04288377874456184,0.25546514455762265,0.07501346560442475,0.06025321134830423,0.7061143984220909,0.26498422712933756,0.04017409729977379
Uganda,0.3816942551119766,0.08500132572251878,0.44748290863890616,0.16405121249944662,0.007484464310118899,0.1368635061454579,0.4871794871794871,0.7886435331230284,0.003474310148994455
Ukraine,0.044303797468354424,0.23508312030056383,0.3673088875077688,0.2934105503176203,0.05797043194443328,0.16273911838092597,0.755424063116371,0.04574132492113564,0.02614322939037311
United Arab Emirates,0.02921129503407984,0.3881665507701698,0.11497824735860784,0.36527684910549457,0.45816015628140294,0.15442195730523983,0.8757396449704141,0.1135646687697161,0.3318634328856819
United Kingdom,0.012658227848101266,0.14053158971639546,0.4866376631448105,0.1766996810861125,0.28612198631733804,0.053414656686073377,0.9506903353057198,0.12145110410094634,0.36908818448205105
United States,0.02288218111002921,0.06148851123862506,0.9999999999999999,0.09046012254066339,0.39223898835124726,0.050180205156639866,0.9191321499013808,0.12302839116719244,0.45976386144756565
Uruguay,0.03894839337877312,0.13102640939311927,0.406463642013673,0.1456534400097508,0.13257390004099973,0.08428056556695315,0.8737672583826431,0.1466876971608833,0.11137836573795684
Uzbekistan,0.16407010710808176,0.15804113241716738,0.2486016159105034,0.1634762821091436,0.02919021472614578,0.19138711764162278,0.7238658777120316,0.18769716088328076,0.010966984508776452
Vanuatu,0.12950340798442062,0.23258175705759643,0.2137973896830329,0.3026094365624682,0.01881968952737738,0.06311801127437391,0.6094674556213017,0.37066246056782337,0.02614322939037311
Venezuela,0.07059396299902629,0.1420324076621759,0.19266625233064016,0.10080886956611729,0.1277503999485493,0.4630810461140375,0.854043392504931,0.20820189274447953,0.12665005870056983
Vietnam,0.10077896786757545,0.3596510098003412,0.31261653200745804,0.4607152938957916,0.031200006431333457,0.15072544127160153,0.8086785009861931,0.12618296529968454,0.010298847941662134
Yemen,0.2614410905550146,0.14953649739107816,0.20944686140459912,0.19739717513702026,0.031119614763125948,0.25700027723870256,0.6982248520710058,0.555205047318612,0.010298847941662134
Zambia,0.3919182083739045,0.184555582792622,0.2535736482287135,0.17727461147641546,0.021472614578225108,0.16828389243138342,0.3925049309664693,0.6703470031545742,0.011730569156907102
